sentence,label
"NOS3 is associated with Cholestasis, Extrahepatic",1
CXCL8 is associated with Testicular Diseases,0
"ANK1 is associated with Bone Diseases, Developmental",1
FOS is associated with Apnea,0
"GPC6 is associated with IMMUNODEFICIENCY 19, SEVERE COMBINED",0
KRAS is associated with Acrocephalopolysyndactyly Type II,0
ADM is associated with Hyperglycemia,1
"MIR1228 is associated with Diabetes Mellitus, Type 2",1
LMX1B is associated with Blepharospasm,0
MMP2 is associated with Fetal Growth Retardation,1
DENND4B is associated with Histidinemia,0
NPY2R is associated with CONGENITAL MYOPATHY 24,0
"IL1B is associated with Seizures, Febrile",0
DEFB1 is associated with Prostatic Neoplasms,1
GPX3 is associated with Adenocarcinoma,1
ABL1 is associated with Carotid Artery Diseases,0
IGF2 is associated with Ocular Albinism type 1,0
PML is associated with Schizophrenia,1
"ATF3 is associated with ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 10",0
POT1 is associated with Chromosome Aberrations,1
HOXD9 is associated with AICAR Transformylase Inosine Monophosphate Cyclohydrolase Deficiency,0
NAMPT is associated with Obesity,1
"RAD21 is associated with BREASTS AND/OR NIPPLES, APLASIA OR HYPOPLASIA OF, 2",0
PMS1 is associated with Prostatic Neoplasms,1
ANGPT1 is associated with Osteochondrodysplasias,0
EPO is associated with Kidney Diseases,1
NR5A1 is associated with HYPOGONADOTROPIC HYPOGONADISM 9 WITH OR WITHOUT ANOSMIA,0
PARD3 is associated with Prostatic Neoplasms,1
RASSF5 is associated with Kidney Neoplasms,1
PTGER2 is associated with HYPERPHOSPHATASIA WITH IMPAIRED INTELLECTUAL DEVELOPMENT SYNDROME 3,0
BEST1 is associated with Breast Neoplasms,0
"IL1RN is associated with Arthritis, Rheumatoid",1
ALS2 is associated with RETINITIS PIGMENTOSA 38,0
"COPG1 is associated with Mesothelioma, Malignant",1
GAL3ST3 is associated with Tick-Borne Diseases,0
ACVR2B is associated with Heterotaxy Syndrome,1
NPY is associated with Peripheral Nervous System Diseases,1
FXYD2 is associated with Congenital disorder of glycosylation type 1B,0
PPARG is associated with Lacrimal Duct Obstruction,0
PIK3CB is associated with Schizophrenia,1
"INMT is associated with Carcinoma, Hepatocellular",1
IL4RA is associated with Thyroid Dyshormonogenesis 4,0
"IL5RA is associated with DEAFNESS, AUTOSOMAL RECESSIVE 26, MODIFIER OF",0
HRAS is associated with Factor XII Deficiency,0
"MSH6 is associated with Glutamine deficiency, congenital",0
CD28 is associated with Subcutaneous panniculitis-like T-cell lymphoma,0
IL1B is associated with Hajdu-Cheney Syndrome,0
PEX11A is associated with Weight Loss,0
MIR34A is associated with Glucose Intolerance,1
HSPA1B is associated with X-linked sideroblastic anemia,0
FBP1 is associated with Parkinson Disease,1
DFFB is associated with Short QT Syndrome 1,0
ELAVL1 is associated with Retinitis Pigmentosa 32,0
"PLG is associated with Stickler syndrome, type 1",0
"CD274 is associated with COENZYME Q10 DEFICIENCY, PRIMARY, 6",0
KLF12 is associated with Schizophrenia,1
"LOXL5B is associated with DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE 6",0
CCL11 is associated with Hyperproinsulinemia,0
KLK3 is associated with PEROXISOME BIOGENESIS DISORDER 11A (ZELLWEGER),0
EIF3H is associated with NEPHRONOPHTHISIS 20,0
DOK1 is associated with Leber Congenital Amaurosis,0
CREG1 is associated with Mucopolysaccharidosis II,0
GPX6 is associated with Autism Spectrum Disorder,1
PPP2CA is associated with Heart Diseases,1
PIN1 is associated with Breast Neoplasms,1
PCDH15 is associated with Usher Syndromes,1
PLAT is associated with Intracranial Embolism and Thrombosis,1
DUX4 is associated with Precursor Cell Lymphoblastic Leukemia-Lymphoma,1
AAAS is associated with Achalasia Addisonianism Alacrimia syndrome,1
"FARSB is associated with Cerebellar Ataxia, Deafness, and Narcolepsy",0
"IFNG is associated with Ichthyosis, Lamellar, 5",0
PARP2 is associated with Lipodystrophy,1
PRMT5 is associated with Familial Exudative Vitreoretinopathies,0
CCND1 is associated with Intestinal Polyps,1
ETV5 is associated with Prostatic Neoplasms,1
"CSF2 is associated with Deafness, Autosomal Dominant 3A",0
"AKR1C3 is associated with Ectodermal Dysplasia, Anhidrotic, With T-Cell Immunodeficiency, Autosomal Dominant",0
GLI3 is associated with Gastrointestinal Stromal Tumors,1
DIO1 is associated with Mitochondrial Myopathies,0
ANKH is associated with Corneal Injuries,0
AHR is associated with Patent Ductus Venosus,1
"PLXNC1 is associated with Epilepsy, Tonic-Clonic",0
POU6F2 is associated with Autistic Disorder,1
"MIR212 is associated with Liver Neoplasms, Experimental",1
"ATM is associated with Spastic paraplegia 3, autosomal dominant",0
FXN is associated with Friedreich Ataxia 2,1
GPX1 is associated with Genetic Predisposition to Disease,1
"NOX1 is associated with Leukemia, Monocytic, Acute",0
"MIR376C is associated with Thyroid Cancer, Papillary",1
FLCN is associated with Potocki-Lupski syndrome,1
"PLOD1 is associated with Toenail Dystrophy, Isolated",0
DLAT is associated with LETHAL CONGENITAL CONTRACTURE SYNDROME 4,0
POU6F2 is associated with WILMS TUMOR 5,1
"PRPF31 is associated with Micronuclei, Chromosome-Defective",0
BAX is associated with Prostatic Neoplasms,1
CDH3 is associated with Stomach Ulcer,0
PSCA is associated with Bardet-Biedl syndrome 1,0
PCDH19 is associated with X-Linked Intellectual Disability,1
"FAS is associated with ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED, SUSCEPTIBILITY TO, 4",0
CHEK2 is associated with Stomach Neoplasms,1
ABCA1 is associated with Staphylococcal Infections,0
CDKN2B is associated with Glioma,1
"HMGB1 is associated with Cholestasis, Extrahepatic",1
"CDH1 is associated with Kidney Tubular Necrosis, Acute",0
C19ORF18 is associated with Hemorrhagic Disorders,0
"CYP2B6 is associated with TOBACCO ADDICTION, SUSCEPTIBILITY TO",1
"ROBO2 is associated with Lissencephaly, X-Linked, 2",0
GAR1 is associated with Dyskeratosis Congenita,1
HCRT is associated with Tetralogy of Fallot,0
GRIN1 is associated with Craniosynostoses,0
"CASQ1 is associated with Growth Retardation, Developmental Delay, Coarse Facies, And Early Death",0
CCL3L1 is associated with HIV Infections,1
HGF is associated with Kidney Neoplasms,0
"AXL is associated with Deafness, Autosomal Recessive 26",0
BMP7 is associated with Stomach Neoplasms,1
GNB4 is associated with Papilloma,0
"MET is associated with AXENFELD-RIEGER SYNDROME, TYPE 1",0
"CYP2E1 is associated with Prostatic Neoplasms, Castration-Resistant",0
ACE is associated with Allanson Pantzar McLeod syndrome,1
MT2 is associated with Lung Injury,1
MIR31 is associated with Blood Coagulation Disorders,0
NF1 is associated with Learning Disabilities,1
"IDUA is associated with Disease Models, Animal",0
"IL12A is associated with Deafness, Autosomal Recessive 15",0
MMP12 is associated with Hydatidiform Mole,0
"BIRC6 is associated with Deafness, Sensorineural, And Male Infertility",0
ERF is associated with Language Development Disorders,1
"NOS3 is associated with Diabetes Mellitus, Type 2",1
"PTPN12 is associated with PIGMENTED NODULAR ADRENOCORTICAL DISEASE, PRIMARY, 4",0
"GADD45A is associated with Hemochromatosis, type 2",0
LBP is associated with Drug Hypersensitivity Syndrome,1
"FBP2 is associated with Liver Failure, Acute",1
PHB1 is associated with Carcinoma,1
"AKR1C1 is associated with Cell Transformation, Neoplastic",1
COMT is associated with Mental Disorders,1
IFNB1 is associated with Severe Acute Respiratory Syndrome,1
"CLEC11A is associated with Mesothelioma, Malignant",1
"ALDH2 is associated with Hand Deformities, Congenital",0
"ANXA1 is associated with DEAFNESS, AUTOSOMAL RECESSIVE 97",0
"MFSD2A is associated with HYPERCHOLESTEROLEMIA, FAMILIAL, 1",0
GPN1 is associated with Mouth Neoplasms,1
"ANKH is associated with Craniometaphyseal Dysplasia, Autosomal Dominant",1
"SCAF1 is associated with MICROCEPHALY, PROGRESSIVE, WITH SEIZURES AND CEREBRAL AND CEREBELLAR ATROPHY",0
INS is associated with Acute Kidney Injury,1
NQO1 is associated with Temple-Baraitser Syndrome,0
BCAR3 is associated with RETINITIS PIGMENTOSA 71,0
IL6 is associated with Complement Component 4a Deficiency,0
"NIBAN1 is associated with Graft Occlusion, Vascular",0
HMOX1 is associated with Leiomyoma,0
CBL is associated with Developmental Disabilities,1
"ATF6 is associated with PONTOCEREBELLAR HYPOPLASIA, TYPE 10",0
"BBOX1 is associated with Liver Cirrhosis, Experimental",1
KCNC3 is associated with Neurocognitive Disorders,0
CELF2 is associated with Mastocytosis,0
RASGRP3 is associated with ATRIAL SEPTAL DEFECT 9,0
"RPE65 is associated with PARKINSON DISEASE 18, AUTOSOMAL DOMINANT, SUSCEPTIBILITY TO",0
RPL21 is associated with Hypotrichosis,1
"APL-1 is associated with Dystonia, Dopa-responsive",0
"NOS3 is associated with Enterocolitis, Necrotizing",1
MAPT is associated with Weight Loss,1
"KNG1 is associated with Disease Models, Animal",1
"MIR1908 is associated with Diabetes Mellitus, Type 2",1
"DEFB1 is associated with Leukemia, Promyelocytic, Acute",0
LEP is associated with Keratolytic winter erythema,0
CATSPER1 is associated with Spermatogenic Failure 7,1
IFNG is associated with Celiac Disease,1
"CYP1B1 is associated with Hypophosphatemic Rickets, Autosomal Dominant",0
LTBP3 is associated with Amelogenesis Imperfecta,1
CHST10 is associated with Tracheoesophageal Fistula,0
GRIN3A is associated with Erectile Dysfunction,1
"PLCB1 is associated with Ectodermal Dysplasia 1, Anhidrotic",0
AGT is associated with Pneumothorax,0
"CAV3 is associated with Carbohydrate Metabolism, Inborn Errors",0
MRLC2 is associated with Myocardial Ischemia,1
"MIR369 is associated with ASPLENIA, ISOLATED CONGENITAL",0
HP is associated with Arthritis,1
POMC is associated with Cerebral Palsy,1
CKB is associated with Acrocephalopolysyndactyly Type II,0
"CCNO is associated with Lung Diseases, Obstructive",1
ASTN2 is associated with Hereditary Motor And Sensory Neuropathy VI,0
"ATP7B is associated with CARDIOMYOPATHY, DILATED, WITH HYPERGONADOTROPIC HYPOGONADISM",0
FASN is associated with Breast Neoplasms,1
"CYCS is associated with Ciliary Dyskinesia, Primary, 13",0
"CEP131 is associated with Carcinoma, Hepatocellular",1
"HTRA1 is associated with Deafness, Autosomal Dominant 10",0
ODAD1 is associated with Night Blindness,0
LTBP3 is associated with Growth Disorders,1
AURKB is associated with Megalocytic interstitial nephritis,0
"F2 is associated with Lymphoma, B-Cell",0
"BBS9 is associated with Carnitine Palmitoyltransferase II Deficiency, Late-Onset",0
"CSF2 is associated with METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, cblJ TYPE",0
"MIR1469 is associated with Cell Transformation, Neoplastic",1
"NGF is associated with Nephritis, Interstitial",1
CTNNB1 is associated with Chemical and Drug Induced Liver Injury,1
"HMOX1 is associated with Corneal Dystrophy, Congenital Stromal",0
KCNT1 is associated with DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 14,1
PRKCQ is associated with Cerebral Infarction,0
KANK2 is associated with Ocular Albinism type 1,0
ALPL is associated with Liver Diseases,1
"FCGBP is associated with Microcephaly, Primary Autosomal Recessive, 3",0
"IL6 is associated with Diabetes Mellitus, Type 2",1
CYP2E1 is associated with Lung Neoplasms,1
COL4A4 is associated with RETINITIS PIGMENTOSA 76,0
IL2 is associated with Osteolysis,0
IBSP is associated with Neoplasm Metastasis,1
CDKN1A is associated with Kidney Diseases,1
"CCDC50 is associated with Deafness, Autosomal Dominant 44",1
LPCAT2 is associated with Polycystic Ovary Syndrome,1
MIR17HG is associated with Granulomatosis with Polyangiitis,0
"RAB32 is associated with Liver Cirrhosis, Experimental",1
KIF5C is associated with Lecithin Cholesterol Acyltransferase Deficiency,0
"ROM1 is associated with MYOTONIA CONGENITA, AUTOSOMAL DOMINANT",0
CTSF is associated with Glucocorticoid-Remediable Aldosteronism,0
PTHLH is associated with PROSTATE CANCER/BRAIN CANCER SUSCEPTIBILITY,0
DLX3 is associated with Wilson-Turner X-linked mental retardation syndrome,0
NFKB1 is associated with LYMPHOPROLIFERATIVE SYNDROME 2,0
KRAS is associated with NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 2A,0
IFNA1 is associated with Severe Acute Respiratory Syndrome,1
ARID1A is associated with Sezary Syndrome,1
"FRA16E is associated with CHROMOSOME 16p12.1 DELETION SYNDROME, 520-KB",1
MYC is associated with Prostatic Neoplasms,1
CCL3 is associated with Atherosclerosis,1
GJA8 is associated with Weyers acrofacial dysostosis,0
MIR106A is associated with Erythema,0
"CAV3 is associated with Heart Defects, Congenital",1
"ENPP2 is associated with SPASTIC PARAPLEGIA 35, AUTOSOMAL RECESSIVE, WITH OR WITHOUT NEURODEGENERATION",0
"CCN1 is associated with Scleroderma, Systemic",1
RANBP1 is associated with HIV Infections,1
"FOXA2 is associated with Simpson-Golabi-Behmel Syndrome, Type 2",0
"MIR290 is associated with Liver Neoplasms, Experimental",1
AHR is associated with Pancreatic Neoplasms,1
"PEX3 is associated with Osteoporosis, Postmenopausal",0
GRM2 is associated with Amphetamine-Related Disorders,1
"MUC4 is associated with Leukoencephalopathy, Cystic, Without Megalencephaly",0
IMPA1 is associated with Deficiency Diseases,0
APCS is associated with Lecithin Cholesterol Acyltransferase Deficiency,0
"MMUT is associated with Optic Nerve Hypoplasia, Bilateral",0
DNASE1L2 is associated with Prostatic Neoplasms,1
COL3A1 is associated with PEROXISOME BIOGENESIS DISORDER 5B,0
IL7R is associated with Exudative Vitreoretinopathy 4,0
PMS2 is associated with Huntington Disease,0
"CABP4 is associated with CONE-ROD SYNAPTIC DISORDER, CONGENITAL NONPROGRESSIVE",1
"HSPA9 is associated with Mastocytosis, Systemic",0
GSN is associated with Osteoporosis,1
CCL27 is associated with Bronchial Diseases,0
"ALDH1B1 is associated with Deafness, Autosomal Dominant 44",0
"ADIPOQ is associated with Kidney Failure, Chronic",1
GATA4 is associated with Tetralogy of Fallot,1
PDHB is associated with Tay-Sachs Disease,0
"NPY is associated with IMMUNODEFICIENCY, COMMON VARIABLE, 8, WITH AUTOIMMUNITY",0
"CCN2 is associated with Scleroderma, Systemic",1
MAPK3 is associated with Myositis Ossificans,0
"MIR421 is associated with Liver Cirrhosis, Alcoholic",1
"NOTCH2 is associated with INTERSTITIAL NEPHRITIS, KARYOMEGALIC",0
"MYL2 is associated with Cardiomyopathy, Familial Hypertrophic, 10",1
"CXCL2 is associated with Severe Combined Immunodeficiency, Autosomal Recessive, T Cell Negative, B Cell Positive, NK Cell Positive",0
"PLEKHG5 is associated with CHARCOT-MARIE-TOOTH DISEASE, RECESSIVE INTERMEDIATE C",1
"PLAT is associated with CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IB",0
RAP1GAP is associated with Pancreatic Neoplasms,1
NGFR is associated with DNA Repair-Deficiency Disorders,0
DARS2 is associated with Leukoencephalopathy with Brainstem and Spinal Cord Involvement and Lactate Elevation,1
NR1I3 is associated with Diabetes Mellitus,1
MET is associated with Carcinogenesis,1
NME1 is associated with Neoplasm Invasiveness,1
GNAI3 is associated with Ehlers-Danlos syndrome type 2,0
"MYCN is associated with INTERSTITIAL NEPHRITIS, KARYOMEGALIC",0
MAP2K2 is associated with NESTOR-GUILLERMO PROGERIA SYNDROME,0
PCSK5 is associated with Ehlers-Danlos Syndrome,0
FGF21 is associated with Tachycardia,0
ATIC is associated with Primary hyperoxaluria type 1,0
CPT1A is associated with Non-alcoholic Fatty Liver Disease,1
"CXCL11 is associated with Carcinoma, Pancreatic Ductal",1
KRT73 is associated with CONGENITAL DISORDER OF DEGLYCOSYLATION 1,0
MIR370 is associated with Kuru,0
MT2A is associated with Cardiomegaly,1
DNMT3A is associated with Clear-cell metastatic renal cell carcinoma,1
"AR is associated with Alpha-Beta T-Cell Lymphopenia with Gamma-Delta T-Cell Expansion, Severe Cytomegalovirus Infection, and Autoimmunity",0
ABCA1 is associated with Hypoalphalipoproteinemias,1
"NPR2 is associated with Acromesomelic dysplasia, Maroteaux type",1
RGS2 is associated with Breast Neoplasms,1
"EEF2 is associated with Carcinoma, Renal Cell",1
KDM1A is associated with Echinococcosis,0
"FLT4 is associated with Deafness, Autosomal Dominant 28",0
"CYP7B1 is associated with Lipid Metabolism, Inborn Errors",1
"FECH is associated with AMELOGENESIS IMPERFECTA, TYPE IF",0
PTK2 is associated with Orofaciodigital syndrome 6,0
"COL7A1 is associated with Epidermolysis bullosa, pretibial",1
ATXN7 is associated with Cerulean cataract,0
PAX6 is associated with Craniofacial Abnormalities,1
"CDH1 is associated with AUTOIMMUNE LYMPHOPROLIFERATIVE SYNDROME, TYPE III",0
"CDKN1B is associated with Ichthyosis hystrix, Curth Macklin type",0
"A2M is associated with DEAFNESS, AUTOSOMAL RECESSIVE 4, WITH ENLARGED VESTIBULAR AQUEDUCT",0
"CD74 is associated with Carcinoma, Non-Small-Cell Lung",1
ANGPTL4 is associated with Immune Complex Diseases,0
DCC is associated with Agenesis of Corpus Callosum,1
L1CAM is associated with Pulmonary Emphysema,0
HOXD10 is associated with Mouth Neoplasms,1
CCL2 is associated with IMMUNODEFICIENCY 32A,0
"MFGE8 is associated with Microtia, Hearing Impairment, And Cleft Palate",0
ID3 is associated with Thyroid Diseases,1
IFNG is associated with Peritonitis,1
PRL is associated with Hypopituitarism,1
HSF1 is associated with Edema,0
CACNB2 is associated with DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 47,0
"CRIP is associated with Liver Cirrhosis, Experimental",1
CYP2D6 is associated with Acute Kidney Injury,1
KATNB1 is associated with LISSENCEPHALY 6 WITH MICROCEPHALY,1
"PTCH1 is associated with CATARACT 16, MULTIPLE TYPES",0
PDK4 is associated with Pneumothorax,0
EDN1 is associated with Renal Insufficiency,1
"BMPR1B is associated with Chondrodysplasia, acromesomelic, with genital anomalies",1
